condition,domain,execution_family,final_endpoint_class,final_source,global_sequence_index,hard_contract_vector,model_slot_id,original_technical_class,paper_id,private_score,result_source_sha256,task_id,terminal_outcome,variant_id
S,software_engineering,primary,submission_or_case_coverage_failure,fg3_retained,95,"[false,false]",deepseek_primary,experimental_outcome_not_technical_error,se_delta_debugging,0.0,542848c1c360a6fce4e2431ad4d2e6c2f75a2dabf1bf3531c1d303419cb8c226,SE-DD-02,hard_contract_failure,primary_dag_ratio_60_v1
B,software_engineering,primary,complete_submission_private_contract_failure,payload_interface_successor,96,"[true,false]",deepseek_primary,payload_input_interface,se_delta_debugging,0.0,31817df82ff2c66c3d037e67f7a37ea98f504c5c1dbce45ac7367a5db404a0f1,SE-DD-02,hard_contract_failure,primary_dag_ratio_60_v1
S,software_engineering,primary,submission_or_case_coverage_failure,response_format_successor,97,"[false,false]",deepseek_primary,exact_output_contract,se_delta_debugging,0.0,1dd05461ba05afd514b8cd9da00e3a728b4a892506025a6950a586375c58a135,SE-DD-02,hard_contract_failure,primary_dag_ratio_60_v1
B,software_engineering,primary,complete_submission_private_contract_failure,payload_interface_successor,98,"[true,false]",deepseek_primary,payload_input_interface,se_delta_debugging,0.0,3913aeb4bae2394058c45f515ca90aa473adb9c4f14076ced58052a2dba5a15d,SE-DD-02,hard_contract_failure,primary_dag_ratio_60_v1
F,software_engineering,primary,submission_or_case_coverage_failure,response_format_successor,99,"[false,false]",deepseek_primary,response_format,se_delta_debugging,0.0,15f06c3d1d959f7bcc0d9bc534da199e82161fd4594a8373e9308a6c6e08a183,SE-DD-02,hard_contract_failure,primary_dag_ratio_60_v1
B,software_engineering,primary,complete_submission_private_contract_failure,fg5_exact_output_direct,100,"[true,false]",deepseek_primary,exact_output_contract,se_delta_debugging,0.0,01af534765a35b8f86154fa4e7c84bce077052d792d9d1ad08ff3db981ce6962,SE-DD-02,hard_contract_failure,primary_dag_ratio_60_v1
S,software_engineering,primary,complete_submission_private_contract_failure,fg3_retained,101,"[true,false]",deepseek_primary,experimental_outcome_not_technical_error,se_delta_debugging,0.0,d7e563847125ae1b6ec9f2c71fc5b4fa2b6f8d3f04c9888dfc5aa580f873b71b,SE-DD-02,hard_contract_failure,primary_dag_ratio_60_v1
F,software_engineering,primary,submission_or_case_coverage_failure,fg3_retained,102,"[false,false]",deepseek_primary,experimental_outcome_not_technical_error,se_delta_debugging,0.0,186e2957f293b20445e2e9737058f8d0585eb03a34fa5aa518bd4867e58f8d0a,SE-DD-02,hard_contract_failure,primary_dag_ratio_60_v1
F,software_engineering,primary,submission_or_case_coverage_failure,fg3_retained,103,"[false,false]",deepseek_primary,experimental_outcome_not_technical_error,se_delta_debugging,0.0,f6c7c3ff7b490dbbf5664a2df77be5d9ad5862ccffc19d048782917dfd604d32,SE-DD-02,hard_contract_failure,primary_dag_ratio_60_v1
B,software_engineering,primary,complete_submission_private_contract_failure,fg5_exact_output_direct,104,"[true,false]",deepseek_primary,exact_output_contract,se_delta_debugging,0.0,0ee16be12bbcb048c09a56781958c69aef90a0f6b94cce1c8321b5885779a1be,SE-DD-02,hard_contract_failure,primary_dag_ratio_60_v1
S,software_engineering,primary,submission_or_case_coverage_failure,fg3_retained,105,"[false,false]",deepseek_primary,experimental_outcome_not_technical_error,se_delta_debugging,0.0,33a15da7f4779d9cc7bbcd252c8b6cc6dbe9095fc8bfd9096849cedd11027f6f,SE-DD-02,hard_contract_failure,primary_dag_ratio_60_v1
S,software_engineering,primary,submission_or_case_coverage_failure,fg3_retained,106,"[false,false]",deepseek_primary,experimental_outcome_not_technical_error,se_delta_debugging,0.0,2483dd0b1ec03b9b83121962f8d2713fdc51c40022f6b89e9c06bc01d9cf52c0,SE-DD-02,hard_contract_failure,primary_dag_ratio_60_v1
F,software_engineering,primary,complete_submission_private_contract_failure,response_format_successor,107,"[true,false]",deepseek_primary,response_format,se_delta_debugging,0.5625,244c8c4faa7db15f62f4fd9c4f50d03105cc419479f2fd8e451f8c3c0c173a8b,SE-DD-02,hard_contract_failure,primary_dag_ratio_60_v1
B,software_engineering,primary,complete_submission_private_contract_failure,response_format_successor,108,"[true,false]",deepseek_primary,exact_output_contract,se_delta_debugging,0.0,4024aa27277072aad7e964387a14e951a456eeff19f0077ba631964656f8706e,SE-DD-02,hard_contract_failure,primary_dag_ratio_60_v1
B,data_analysis,primary,complete_submission_private_contract_failure,payload_interface_successor,109,"[true,false]",deepseek_primary,payload_input_interface,data_snapatac2,0.0,8a17f8979492c8f2c86d46cd2414ae900edd942a22a2f3e9efa9687688aa4602,DATA-SNAP-02,hard_contract_failure,primary_dag_ratio_60_v1
F,data_analysis,primary,complete_submission_private_contract_failure,fg5_exact_output_direct,110,"[true,false]",deepseek_primary,exact_output_contract,data_snapatac2,0.0,8dd7c472506c58b4164e36222541b8e922b6fddcbe0fec25e98c57d8e7a3914b,DATA-SNAP-02,hard_contract_failure,primary_dag_ratio_60_v1
S,data_analysis,primary,submission_or_case_coverage_failure,fg3_retained,111,"[false,false]",deepseek_primary,experimental_outcome_not_technical_error,data_snapatac2,0.0,ff48d3d9d38263a77c78148f77e3f0a155ecbcd61665a225d4df4affb40ae583,DATA-SNAP-02,hard_contract_failure,primary_dag_ratio_60_v1
F,data_analysis,primary,complete_submission_private_contract_failure,fg5_exact_output_direct,112,"[true,false]",deepseek_primary,exact_output_contract,data_snapatac2,0.0,e2b99d01293b668cf4f4c21d1c5b56943f13caf663e2ea31931b32d21b9ded0a,DATA-SNAP-02,hard_contract_failure,primary_dag_ratio_60_v1
S,data_analysis,primary,complete_submission_private_contract_failure,response_format_successor,113,"[true,false]",deepseek_primary,response_format,data_snapatac2,0.0,bb28ceaa8b9b7ab5d1f1bb3d064287b728e05dee01ad416bb824e6c9bc8ee1a5,DATA-SNAP-02,hard_contract_failure,primary_dag_ratio_60_v1
B,data_analysis,primary,complete_submission_private_contract_failure,response_format_successor,114,"[true,false]",deepseek_primary,exact_output_contract,data_snapatac2,0.0,b37d847baf824e619dba382e23e0c1ab05f27bd9f2297455e1b09a073c371721,DATA-SNAP-02,hard_contract_failure,primary_dag_ratio_60_v1
S,data_analysis,primary,complete_submission_private_contract_failure,payload_interface_successor,115,"[true,false]",deepseek_primary,payload_input_interface,data_snapatac2,0.0,6263b7ef0d89a14aa255c860ed0996ee0e522e5ba1db0044d1de7477e7845dc4,DATA-SNAP-02,hard_contract_failure,primary_dag_ratio_60_v1
B,data_analysis,primary,complete_submission_private_contract_failure,response_format_successor,116,"[true,false]",deepseek_primary,exact_output_contract,data_snapatac2,0.0,4637d294f929e3c76fea15fb8b531e9a81204ff0d1cc8bfc2336c2a4d901d0bf,DATA-SNAP-02,hard_contract_failure,primary_dag_ratio_60_v1
F,data_analysis,primary,complete_submission_private_contract_failure,fg5_exact_output_direct,117,"[true,false]",deepseek_primary,exact_output_contract,data_snapatac2,0.0,646deff4d21c1a6b6ccff7302aa6332b1e66b4797c12ba71102ea21492127412,DATA-SNAP-02,hard_contract_failure,primary_dag_ratio_60_v1
B,data_analysis,primary,complete_submission_private_contract_failure,fg5_exact_output_direct,118,"[true,false]",deepseek_primary,exact_output_contract,data_snapatac2,0.0,ca5e3adff53bd94ee81d4c43e9f49ebb7864db33f2461ec44749c0630e5cca1a,DATA-SNAP-02,hard_contract_failure,primary_dag_ratio_60_v1
S,data_analysis,primary,complete_submission_private_contract_failure,payload_interface_successor,119,"[true,false]",deepseek_primary,payload_input_interface,data_snapatac2,0.0,761092965b42fd52f3c79c3a8a9424416e319c925d78b40d83188f18bbd13a63,DATA-SNAP-02,hard_contract_failure,primary_dag_ratio_60_v1
F,data_analysis,primary,operational_success,fg5_exact_output_direct,120,"[true,true]",deepseek_primary,exact_output_contract,data_snapatac2,1.0,f16d1277dafc9e02be668d5a6fcbd907d6bd5af7cb4754ac522f549524f967b1,DATA-SNAP-02,operational_success,primary_dag_ratio_60_v1
F,data_analysis,primary,complete_submission_private_contract_failure,response_format_successor,121,"[true,false]",deepseek_primary,response_format,data_snapatac2,0.0,c7687e18a575ccbfa6aaa8945a038cb78cd992527182afabb9492fd0e9379382,DATA-SNAP-02,hard_contract_failure,primary_dag_ratio_60_v1
B,data_analysis,primary,complete_submission_private_contract_failure,response_format_successor,122,"[true,false]",deepseek_primary,exact_output_contract,data_snapatac2,0.0,2d912f30802053725ec6efaa7815cad9093556a103705b700b418050b5e00a2a,DATA-SNAP-02,hard_contract_failure,primary_dag_ratio_60_v1
S,data_analysis,primary,complete_submission_private_contract_failure,fg5_exact_output_direct,123,"[true,false]",deepseek_primary,exact_output_contract,data_snapatac2,0.0,949cc91dce22f1ec59f6e9fd97f27ef6a5c6a3073a09f7ccf878d97d3800124d,DATA-SNAP-02,hard_contract_failure,primary_dag_ratio_60_v1
S,data_analysis,primary,complete_submission_private_contract_failure,payload_interface_successor,124,"[true,false]",deepseek_primary,payload_input_interface,data_snapatac2,0.0,d77ab1775c895d138017f760661a742e98df5ec8f900ad5c154f027000e9d715,DATA-SNAP-02,hard_contract_failure,primary_dag_ratio_60_v1
F,data_analysis,primary,complete_submission_private_contract_failure,payload_interface_successor,125,"[true,false]",deepseek_primary,payload_input_interface,data_snapatac2,0.0,6d3629cbb24120a111d31c9e943933684d0187203800fda17c0b4bfdf33889a5,DATA-SNAP-02,hard_contract_failure,primary_dag_ratio_60_v1
B,data_analysis,primary,complete_submission_private_contract_failure,fg5_exact_output_direct,126,"[true,false]",deepseek_primary,exact_output_contract,data_snapatac2,0.0,fb278eb2132a3afe0d5c62f8b6ad1413e16f46358ee416ee2a47c45ffe1de70f,DATA-SNAP-02,hard_contract_failure,primary_dag_ratio_60_v1
B,agent_tool_use,primary,operational_success,fg5_exact_output_direct,127,"[true,true]",deepseek_primary,exact_output_contract,agent_toolformer,1.0,8b7f387ba6f84550ca1e2537da8eaaa5e470b338f41b315789025b50301e5153,AGENT-TF-02,operational_success,primary_dag_ratio_60_v1
F,agent_tool_use,primary,operational_success,fg5_exact_output_direct,128,"[true,true]",deepseek_primary,exact_output_contract,agent_toolformer,1.0,67e458e22bc4d66d1bd9e6071394d5752ff93d45c8c2ffba13aabe54d5250f51,AGENT-TF-02,operational_success,primary_dag_ratio_60_v1
S,agent_tool_use,primary,operational_success,fg5_exact_output_direct,129,"[true,true]",deepseek_primary,exact_output_contract,agent_toolformer,1.0,d969d25481b1f32abb91f2af8f204d1f3bbf981d8f462b7d0c763e3137af349d,AGENT-TF-02,operational_success,primary_dag_ratio_60_v1
F,agent_tool_use,primary,operational_success,payload_interface_successor,130,"[true,true]",deepseek_primary,payload_input_interface,agent_toolformer,1.0,cddff5483781b7610f7a089d4135c4f27f3d7a0baafafa4c192b944784d85d81,AGENT-TF-02,operational_success,primary_dag_ratio_60_v1
S,agent_tool_use,primary,operational_success,payload_interface_successor,131,"[true,true]",deepseek_primary,payload_input_interface,agent_toolformer,1.0,e7601debd3edc34cf97695295be741529ed3bbf6143c1f2dde6dfd03fc3be917,AGENT-TF-02,operational_success,primary_dag_ratio_60_v1
B,agent_tool_use,primary,operational_success,fg5_exact_output_direct,132,"[true,true]",deepseek_primary,exact_output_contract,agent_toolformer,1.0,ebded428118b98bc694359cb830f9a09db00b3b2b12a7202c56db4d2bc3c319b,AGENT-TF-02,operational_success,primary_dag_ratio_60_v1
S,agent_tool_use,primary,operational_success,fg3_retained,133,"[true,true]",deepseek_primary,operational_success,agent_toolformer,1.0,a092e3d2d00c2065be827b218e666462e3c74134cd1fda006ec47237604066c3,AGENT-TF-02,operational_success,primary_dag_ratio_60_v1
B,agent_tool_use,primary,operational_success,fg5_exact_output_direct,134,"[true,true]",deepseek_primary,exact_output_contract,agent_toolformer,1.0,55d0bb38c2f52e410d29d3029f1517179061158ec58352478c43339489b1c087,AGENT-TF-02,operational_success,primary_dag_ratio_60_v1
F,agent_tool_use,primary,operational_success,response_format_successor,135,"[true,true]",deepseek_primary,exact_output_contract,agent_toolformer,1.0,959f1bbca73445bac7495279f5818ce4dfa00645b6a59df87b3546d32377a96d,AGENT-TF-02,operational_success,primary_dag_ratio_60_v1
B,agent_tool_use,primary,operational_success,payload_interface_successor,136,"[true,true]",deepseek_primary,payload_input_interface,agent_toolformer,1.0,e3360dd40715e007e00988878717675a97f62b6fc3dc077a9d48bfc09a6c931a,AGENT-TF-02,operational_success,primary_dag_ratio_60_v1
S,agent_tool_use,primary,operational_success,fg5_exact_output_direct,137,"[true,true]",deepseek_primary,exact_output_contract,agent_toolformer,1.0,63d4353ca5f4cf63343309e5cc44afc201fb872114a98d05d3b987405098f5bc,AGENT-TF-02,operational_success,primary_dag_ratio_60_v1
F,agent_tool_use,primary,operational_success,fg5_exact_output_direct,138,"[true,true]",deepseek_primary,exact_output_contract,agent_toolformer,1.0,c6e6d537ebf40211c9c8a20b9668a0b8e6a6e7638ab80d27ca619a8ab0f04357,AGENT-TF-02,operational_success,primary_dag_ratio_60_v1
F,agent_tool_use,primary,submission_or_case_coverage_failure,fg3_retained,139,"[false,false]",deepseek_primary,experimental_outcome_not_technical_error,agent_toolformer,0.0,e0efffcc3a7fe71df71b161bc0104aa2b9f81883d50f7a06cabc42883abdd59e,AGENT-TF-02,hard_contract_failure,primary_dag_ratio_60_v1
B,agent_tool_use,primary,operational_success,fg5_exact_output_direct,140,"[true,true]",deepseek_primary,exact_output_contract,agent_toolformer,1.0,1f3d61a54883bb4301dce8bad432893a070c31fc85350d12f28baa8560ecae44,AGENT-TF-02,operational_success,primary_dag_ratio_60_v1
S,agent_tool_use,primary,operational_success,fg5_exact_output_direct,141,"[true,true]",deepseek_primary,exact_output_contract,agent_toolformer,1.0,8eca2b3e1fd62e82c62c30a2a0b495cd2be6b645538ee538ab6891e9c0b82b93,AGENT-TF-02,operational_success,primary_dag_ratio_60_v1
S,agent_tool_use,primary,operational_success,fg5_exact_output_direct,142,"[true,true]",deepseek_primary,exact_output_contract,agent_toolformer,1.0,67aff0a72e98fe02a69494bf23bf74ef2b1ae867ad68f909255713da9f29fdc5,AGENT-TF-02,operational_success,primary_dag_ratio_60_v1
F,agent_tool_use,primary,operational_success,fg5_exact_output_direct,143,"[true,true]",deepseek_primary,exact_output_contract,agent_toolformer,1.0,daa3fdbedb47828f6e13c377b1ab37d8947ad0fbb664ef12d7271b5c7ecc5b9a,AGENT-TF-02,operational_success,primary_dag_ratio_60_v1
B,agent_tool_use,primary,operational_success,fg5_exact_output_direct,144,"[true,true]",deepseek_primary,exact_output_contract,agent_toolformer,1.0,d614cf406f88038d3e35978d852e33fb88fa4d6961b5fb8888d721362249afcc,AGENT-TF-02,operational_success,primary_dag_ratio_60_v1
B,nlp,primary,complete_submission_private_contract_failure,payload_interface_successor,145,"[true,false]",deepseek_primary,payload_input_interface,nlp_llmlingua2,0.078125,72df6371ee2055871a791a5a36ba1167abc7ea5820ed0885fa36804abe867902,NLP-LL2-01,hard_contract_failure,primary_dag_ratio_60_v1
F,nlp,primary,operational_success,payload_interface_successor,146,"[true,true]",deepseek_primary,payload_input_interface,nlp_llmlingua2,1.0,cf846564ae90701f9dd9f1528056ff6102099e58756bc5daad46d63f9b581b59,NLP-LL2-01,operational_success,primary_dag_ratio_60_v1
S,nlp,primary,operational_success,payload_interface_successor,147,"[true,true]",deepseek_primary,payload_input_interface,nlp_llmlingua2,1.0,da6d340149a37b5045d5c550ea760aac6b888ed2d526a508dadcbd8cfc99c770,NLP-LL2-01,operational_success,primary_dag_ratio_60_v1
F,nlp,primary,operational_success,payload_interface_successor,148,"[true,true]",deepseek_primary,payload_input_interface,nlp_llmlingua2,1.0,f439f859b498e1f5e76a135531d8615d73c79e20fb3f9c0118cbc99b8768741a,NLP-LL2-01,operational_success,primary_dag_ratio_60_v1
S,nlp,primary,operational_success,payload_interface_successor,149,"[true,true]",deepseek_primary,payload_input_interface,nlp_llmlingua2,1.0,123c9b89172b401f43053bf245a2d524ad0331a111dd655f9ca0c39b93f89652,NLP-LL2-01,operational_success,primary_dag_ratio_60_v1
B,nlp,primary,operational_success,payload_interface_successor,150,"[true,true]",deepseek_primary,payload_input_interface,nlp_llmlingua2,1.0,df7d9fbf6cc51bc1946e52b505b2bceb8fd58fb2ecfb3d0df232a787c6b91302,NLP-LL2-01,operational_success,primary_dag_ratio_60_v1
S,nlp,primary,operational_success,payload_interface_successor,151,"[true,true]",deepseek_primary,payload_input_interface,nlp_llmlingua2,1.0,8a623b1262bc4268cb34801feda39a3db1f93c144fb90acdcdb7ca066d5d1555,NLP-LL2-01,operational_success,primary_dag_ratio_60_v1
B,nlp,primary,operational_success,fg5_exact_output_direct,152,"[true,true]",deepseek_primary,exact_output_contract,nlp_llmlingua2,1.0,ea5ac7d0a1eeab3d2322695d55c03a99287ba0cf690edb88335f60de84b608e3,NLP-LL2-01,operational_success,primary_dag_ratio_60_v1
F,nlp,primary,operational_success,fg5_exact_output_direct,153,"[true,true]",deepseek_primary,exact_output_contract,nlp_llmlingua2,1.0,8b314f0d9fa759bbef0f7b403831046e78814af9cf60e0ba146d001e8f74eeee,NLP-LL2-01,operational_success,primary_dag_ratio_60_v1
B,nlp,primary,operational_success,fg5_exact_output_direct,154,"[true,true]",deepseek_primary,exact_output_contract,nlp_llmlingua2,1.0,55ddb25ebdb7104128f39f9f8e4a23421dea9609f5a5ed722833924407795ae4,NLP-LL2-01,operational_success,primary_dag_ratio_60_v1
S,nlp,primary,submission_or_case_coverage_failure,payload_interface_successor,155,"[false,false]",deepseek_primary,payload_input_interface,nlp_llmlingua2,0.09375,046760c5b2f88071c0ae085951164799192afa34e4922fba325642ebd03830c9,NLP-LL2-01,hard_contract_failure,primary_dag_ratio_60_v1
F,nlp,primary,operational_success,payload_interface_successor,156,"[true,true]",deepseek_primary,payload_input_interface,nlp_llmlingua2,1.0,abc36ee0b17a9c88b10828442f1963ab23a9d5dd6035c971bd2a619a20b18603,NLP-LL2-01,operational_success,primary_dag_ratio_60_v1
F,nlp,primary,submission_or_case_coverage_failure,fg3_retained,157,"[false,false]",deepseek_primary,experimental_outcome_not_technical_error,nlp_llmlingua2,0.0,3b7b15a5e8221a399ccdb0f2ed8c6ef62ee092bc2a0bb4baf244b988547ca390,NLP-LL2-01,hard_contract_failure,primary_dag_ratio_60_v1
B,nlp,primary,complete_submission_private_contract_failure,fg5_exact_output_direct,158,"[true,false]",deepseek_primary,exact_output_contract,nlp_llmlingua2,0.09375,21aae3eccfbe249ebd64eb4647953e971c5d0b219c34861d13c95369a20d40b7,NLP-LL2-01,hard_contract_failure,primary_dag_ratio_60_v1
