global_sequence_index,hard_contract_vector,result_source_sha256,source_endpoint_verified
1038,"[true,false]",842ae06abc11931a0c55ee6f0521aa3f28873615922767961cf3de3d8b02cf0c,True
1039,"[true,false]",1732afe135531b3dab1fb7147bc68fea392c562be23e0d71b69d2111eb460825,True
1040,"[true,true]",60a0b97e747c72ab52564c202dc66a1de713d98b1ba4079ef832344bd28092bf,True
1041,"[true,false]",34a7461d5bb30da0e1756bd527186c0252c81fe414751f7171bbcf601e7505c3,True
1042,"[true,false]",a24a910f66fb8cf546b5bf3021068e1fb01349c0b6ecb3f53192d4408523ef50,True
1043,"[true,false]",3ebdc6f7becb02d16d65a7f6334ca57251b4b099bb40cdc0ea94e3fd27777441,True
1044,"[true,false]",ff3548ac4678ee2d62a0857180aba143196f0ff716a350e71bcb2b0d6ee13438,True
1045,"[true,false]",7a972889358e31fc23494a571a73f9fa223f7a8093e57e0b7e5eaf850b6ac3fe,True
1046,"[true,false]",18c34458868f8fcca9b3293fe3d87b19a7a65f7349a4973530877a106337a182,True
1047,"[true,false]",4079f917bfeb4f8f7b1d7d70040e37f66e8fe25ca6f46c21f9b7605d215d886d,True
1048,"[true,false]",f1b22faa05685f7255d0b2f7a6608b5eb0559ba508ff2ec48472f8999cd11f9f,True
1049,"[true,false]",4ce1cfeada48a8e56e1940365b13063a1bc619f8b0037e847459d6c1e939d453,True
1050,"[true,false]",716be2553b94a480a190102de8d05dd16249ec0397672e49964b099c3649597f,True
1051,"[true,true]",23f789c13867b3087da0fca18fcd2c4c409310beee5af7bbd423213b541d8994,True
1052,"[true,false]",8064770b2e71d00c2a7e11123d5e572053aeb2d870098b507708e1353092a7cc,True
1053,"[true,false]",58437abc554894818d957cc7ceb99b1e7e7ad1312d11fd25c288c2d05db1a39a,True
1054,"[true,false]",977d706951d2d814bd1a89259e4d461d0ee3e428cde5f1405de999ab1561625f,True
1055,"[true,false]",2817533c6ed4adcbe8b4b647c0fdfbc42324c2015938a44baf21b7757c663a9f,True
1056,"[true,false]",7335c391f602bfcaae840615b0511d3ff411178e60ef4b30e6cf44bba6dff0c7,True
1057,"[true,false]",d5dfaa49b1b6aab43ac2e85c4b6e11bb312c3807b485af0a3d8a1f242bc1852d,True
1058,"[true,false]",94aaa0742cca9aef8d6d491d6067cefb8ffa3669403efd93ba2e9477aedf72d8,True
1059,"[true,false]",461a7186ee933d306f4b0b8c264a8a1fe1e0e59a04d7e4de6e769590e8c08ab7,True
1060,"[true,false]",484090fe535acaa9bb639db1c10c12fd8a61a614a56186ad346904bab403cf1b,True
1061,"[true,false]",c424964e10bc46134b12148214acf10a883a06e9eb19aeeb966007132e9a344d,True
1062,"[true,false]",1c6bb06d7b3e7cec65d227c0af94b426eed004da892e937da2f8fc230f1dbb85,True
1063,"[true,false]",5aafd7e436fc3c0e32efcdc4aa0a248e02abc1b9a76dcbfea30a250c5671c3f6,True
1064,"[true,false]",605cf1e26b828c9bae305adf059f826932857626640fb3c1a0eb9916c043cfdd,True
1065,"[true,false]",239f301efc27d58f7765ad38bcbadbc7bfd8ebfe7b3401853d9cde8153e3d7ab,True
1066,"[true,false]",131fbecf093811834bc7025093a20b594f28a51bceb36083573dcd9bb8850e78,True
1067,"[true,false]",c0a89dff20aa5a41a781e92ca97fae6b2343014793bc9aa26590bc93240ae2c1,True
1068,"[true,false]",4dca62c90ee9375b65a43efb813649adee9747c7b4c836e4898676c845871f7a,True
1069,"[true,false]",2791c7d05fd43d74051ab70153e21e8755d8606ab7c5b3180fdd8aa87df4ec3e,True
1070,"[true,false]",77f5f8e7ddad9d89952fb8810271f507fb865480c6137f78b9446747ccf31a6b,True
1071,"[true,false]",56925293fb8da92ad9e15bcc22108c6284512c25065d4c23a7222ae5081e33b8,True
1072,"[true,false]",bd60b78f09776f7ec0fb208163132f89f2d6b87746923d061e8e8d16e33eafea,True
1073,"[true,false]",f10558f1c2b5019fdbfca5bfd120b0b87e744f86f8be5ceb693fd5ec6dfc0a66,True
1074,"[true,false]",732827551a394318b17a97fbee09f46c6ef940612a8dcabec1b0f19f67c3ec8b,True
1075,"[true,false]",5384947162c5c4f12554d129e82ac324b6b3681c95961c6031ec274ca4ba1941,True
1076,"[true,false]",660a8997a52e4e65beb64a9846644ae6e20de1373da440a99280c60ceccb99c7,True
1077,"[true,false]",8761eb7ba72ff03107e39d0afc55f54cd6466c9cfabf81ba0229ddf129fd1723,True
1078,"[true,false]",b487b6a17a25af639469f0685dde0ee67a6cd5b6612541f5246a56ae90d40a6a,True
1079,"[true,false]",9c52476c821e0c471309c21dd946be18f25eb2d8d8030bc6640bcb4a4897a65f,True
1080,"[true,false]",4fdc5c15fb7f2ce4eecd6417532aa8503b47d9998eb51e4fd9fe276bcb609f09,True
1081,"[true,false]",b1c73d3233080ba98ddbffa59961d28f516fb62bde772715cfc62b0c89c993d8,True
1082,"[true,false]",a51089db966493eadb2116214ab64bd6dd528555dc635eec05f5b947b63bceeb,True
1083,"[true,false]",d4623d954b6ef90ad85f0b5d7ccf6a8bf02a937a9dd41bf066d49618bb263c03,True
1084,"[true,false]",ba363b44722bca714b1925595545a64cf28fd0ba2dcfdabe9f461fc4d8c2e135,True
1085,"[true,false]",4f7ab0a6b2356a8b4ee1cab82c1cb614d9e8f5abf66cd65fa055998130828ba0,True
1086,"[true,false]",f8c801682adf295cff43e6049779f3d2cfaf34503398f9f8df9837c9a18f3ceb,True
1087,"[true,false]",92ace02e86522a58964808e93c59fc5cf9bde00789a6d43439a8e5fe3a7ce2f2,True
1088,"[true,false]",8673bf2a7f6f3b08e23fc18135fc938b93a05ae84cf795b543324872772f6af7,True
1089,"[true,false]",a6bf876eb40dfae154035ca65e713efebbecfd8cd5b7da5fb0c2a5397fadee08,True
1090,"[true,false]",bb99e80f5fdab1cd2cd1f0f732175efcda005ca94f97f5203f242d724ffd32a8,True
1091,"[true,false]",49602fad02ec7c4d4649c61eb60e40100f2c36daacb79c812134ce227ee63e3b,True
1092,"[true,false]",65c4f548d2ed98e6bfdd9eecbb0e1801437a6fc94873465733e13a6530a93f43,True
1093,"[true,false]",8d02e9bd8b1ea6b16976c51125e80d7732aa26ffa8176e250f4611dbe38f27c5,True
1094,"[true,false]",1760107c822abe4ca60b305d23e82671bf8e0680e661289d70d3b5015aa109f4,True
1095,"[true,false]",681dfebd70a2b2c1e8742431a178468365ced9c4290a3906b3a4166502ca8836,True
1096,"[true,false]",9c6673ae814b44b88d63d248929ce62c11755d138af6b5ea2d94ae10a0d49fa1,True
1097,"[true,false]",44ecae74d257d31130168d1205d6bdec4aa66ed62920297905c154197cc0c92e,True
1098,"[true,false]",5b779fc64cd9dbe4d6caf874e14238e6d86a0dc6bb6a60c9c6bb022fcdf09db7,True
1099,"[true,false]",61e0a5c12d806fc33eaf2450e36bbc5e301c31dfb6a80bac896f654d2b96ecf6,True
1100,"[true,false]",efd2db087b0e338a1e32dc53e532467faa1ccab87eeb453466ee5598864cc041,True
1101,"[true,false]",2e65d510f25c2e92b0f8bd9a90a33e3dac8b4710687bfab3c39ccc3d5a0b6343,True
1102,"[true,false]",1c95192e1da2dceb7a5fa8f5f07faadd9d70c8c1fb618e00864d86cacc1b064c,True
1103,"[true,false]",6703666d19397e9ebe2c3cacf5905be7a85b6b8b65f4c2ea22b7288a5c41876c,True
1104,"[true,false]",10e3c4aaac53508330e630563816f48aec4183756fc83651fba554b78b4cc3c4,True
1105,"[true,false]",cd816b885a14156ef1bf0a4e38da66f783732c39a67542c8f63c05659d9be870,True
1106,"[true,false]",63a3325582a5110478650544d985d65b2ac7401b49cbf91f9949f7c645e7f8b5,True
1107,"[true,false]",aac0ae9150f760459bcb94c10423d50282a148a4b44b61ccb2d1424fa62a00f8,True
1108,"[true,false]",55f4e0fe36ee34874adfed6a849f67dba81689182dbd5cc03b03f84edc274754,True
1109,"[true,false]",73fa37ad45d9dfb52e9039319222ab1d208fe974d2d29fd52ae1e31d96fa3a7c,True
1110,"[true,false]",972007b6bd246ef932a3b48f23898ac4729abc32d884ab87387fed2366bb7e74,True
1111,"[true,false]",8ccc12e13d084aa6de311353f90d0209d42ddcb464a86025605d3dd4d5afa236,True
1112,"[true,false]",2e20f19d776a159d0d597803311425a09087b9e93fdde1f7867dfa8f1da47635,True
1113,"[true,false]",74a45840ffbbc5a3f23c7ed182ee39e1e95b14053a4ca41b5b7907aa901a2781,True
1114,"[true,false]",cf56a768938f7bfc94447a8cf15fb37a3bd4e2c027ff3081856d7f0e371f9cb6,True
1115,"[true,false]",5be1965d44b49feaac5165af5b684ed26afe16a78e8d1deea11c4a50db792cea,True
1116,"[true,false]",c1fa6454baa507f9d1cad6872c3398f63973123d0a5c35d74633db545428aeff,True
1117,"[true,false]",184994a50ac01d31be8ef9e32064062cec3992f6083e174970843641c188b1ba,True
1118,"[true,false]",0b7d9da38ad96b4925c81510593628874e9ea3cdee9917bf212bf359eb5e6db8,True
1119,"[true,false]",6d4048fc83fc81b5a8ca786cdaccb5d6151165a229df913c31937370da516fac,True
1120,"[true,false]",841e985083e37a07c35f29c37c63707bd9f8243f3b6e333a3bbd4494ab71eaef,True
1121,"[true,false]",f43ec3a65b2a4c755f7c12fb9ee5a23f23f7098c3d3bbbf0118cd286ab50916f,True
1122,"[false,false]",edb90b5058f745d66085d3710b53924ff7ed49ffde9e60b483da6aead30175df,True
1123,"[true,false]",68cb2506781d674aafbd0047acd9387503a11ed1e338c6e784c81d37928fc4e4,True
1124,"[true,false]",c57874d5bfc6834af5f898f1afa7cbb1ec07d96242b1dc94726b41165bdcd8d3,True
1125,"[true,false]",450ec709b12526db5c8cbca08e041a37f48c62d06504cf7f29e9f597be308a2b,True
1126,"[true,false]",e9d127a7375f82d390cd3ef3a6fa0e0aa649a4cea57c9e4994faf4d502224664,True
1127,"[true,false]",87ee846c5229a65d1ff047fc5ddcb51e408074c688207b1826fe97acb4b0a2b8,True
1128,"[true,false]",15f17bf6d21530332ccf202548d673131390e2e9ba0f81c7c78cebac1ec34906,True
1129,"[true,false]",dfcf931e7f9788e3aa488d1caeb8807554aa36ef85b6345b5757c05bc237e4bb,True
1130,"[true,false]",2b743463ab4117fffec73c23af92780c5c3f0871aa5415150d20766a7e7144b9,True
1131,"[true,true]",acd7026e57484d5116bacd4a73a8f1d7a8adec3695a84867cb1b356b33645c3e,True
1132,"[true,false]",b5588edd326b25e7d8c86a14baca75d2acf0b39eba638daaf33f0ed7885b6687,True
1133,"[true,true]",14c067483129c9e1433624fd599cd13d2b13d351aeee46f08474d47f0079c228,True
1134,"[true,false]",3e4095af8f917189f9b6ce571c126ffad4bbd2114ee7f2e1aec50c4c91b0e067,True
1135,"[true,true]",e4da3ff9229206e9657c3b39f56a4f0bd4ff516318f3b2e26497fb6712a5ed7e,True
1136,"[true,false]",633b8aae35c029e34c1291325164a8f52d83287bd1c4ad32bd72b30b1eb8d3d1,True
1137,"[true,false]",120d835bbdd8bae7800acec0e3934e75d66db2c33af495603ef1846185041ed3,True
1138,"[true,false]",f926db547a9f9b14801ee983ca8c711d7cdc93e658c68278485ed113fff72131,True
1139,"[true,false]",cd70c51904df2b6c7585270e6d8b774e4a84667356acf515260b23a613e27595,True
1140,"[true,false]",ae386fd9d8f55b5ccf3d07c8c684295287d6b2dea9dc4a963f25ae00aca0b8e1,True
1141,"[true,false]",4667be5e73435cd6e5d9304103e5ceffbda0f36faaa612ba034cbf0f067ad979,True
1142,"[true,true]",2bd1a68c5a397142513d1c39d51466a4335889555b3f2e39293151778b641893,True
1143,"[true,false]",860e20504beff221e5ac7b053434df3f412bf071871374efb82bcc02f50d2cd2,True
1144,"[false,false]",1aba61fc53938aeb0142744f2337e0f5cf44d9fc47d86b269ed140db7a4cd979,True
1145,"[true,false]",11c82bcd9aa8a64d5eab64786bd37ea462cafdb4032d63368b02da4f7f4913e4,True
1146,"[true,false]",d699e45c1a40aaec68dbec2b0f832e5edd24e01ca0e5ab61d5707c520bbcb4a5,True
1147,"[true,false]",3bb7952813a85e24813aa74d3b4ca5d03ff1c8575e4f8255057db11611073166,True
1148,"[true,true]",c35c6c87a3c75130f46a72e3cf125957e7d3f25d3f51031eaf759443458a0b28,True
1149,"[true,false]",df65cdfc7e08209c3d9e9163b2f555640d481fd1320a37524e5364209af5b9b1,True
1150,"[true,true]",4fa2c72eda41c65d1fa60c326aa9a50b4c65be909423dbe2f48f4a8a2e577d32,True
1151,"[true,false]",6ae2244e8e1fc44a5c4b40dcb1ca169b871b24d6077d80cba6c8ff2590594c4b,True
1152,"[true,false]",a1242b2375856344aeae65b6fb438392cc98f554f9443b56bebc1a5d32725983,True
1153,"[true,false]",b80fc0f637ec5ae84e1e14b5b17942f8ce2ad857886f514c38200870dc6ea91d,True
1154,"[true,false]",c2bd609e04f645bb21596092822787166eb72df65c195e9e7879f60b46a46cca,True
1155,"[true,false]",0aa9b64bcf99c8969ec707c6cd265b852e5c6e59373c6af581bf17c1689646a7,True
1156,"[true,false]",11ae68436dc498ddd8b87e5b428c9decd019eb50ffac426582d84eab33f92ad3,True
1157,"[true,false]",c69b8b0ad3e011ddd5c48114b4114314281f23b29376403c8e419a319e1ee94d,True
1158,"[true,false]",0b2b139590d45188a84d793e71200009689b785702acd7a6021009521dfa6fd0,True
1159,"[false,false]",10d103a8ba238459f6a9e871ddbdb4a83df47ee66371880298bc4887d8fe6853,True
1160,"[true,false]",a36fc5d7f2e54bed1cd12a38ed57ec63174d0710bbbbc15da7b5090de83dc771,True
1161,"[true,false]",03d5d54eb38f40d3c581aea452c1f2430cd0891cb3313243ce0cd7e9d8da95f8,True
1162,"[true,false]",4b34674fae03d0d92c0358f4c6088ae198f0346b7c55d683dd949c132e28e660,True
1163,"[true,false]",9da59c6d84833106b1395018db2d08e4a51511996f2a34cc82e7ed68a4192922,True
1164,"[true,false]",c267d331a517ce7811a76788c2162ad7fe4cf74046a956f91984c25b3c1eace7,True
1165,"[true,false]",5bfc79cabeb294f1088082b9dc72bd6f16e92015468cdec67414b3dc5187ca78,True
1166,"[true,false]",d16123c504875923f6e50107f0b55ff7d80b97dfad7565925dc2ce3357ea1724,True
1167,"[true,false]",8d9135e52462a55e83f14b1859ea72192fe408a7f904e39b11d972e3be3ba9bc,True
1168,"[true,false]",3062979f42f54ad3b334e21d2845f0137b9ed142ac26ae0223d60c80c963693c,True
1169,"[true,false]",c2fcd3c1f1b20752c3b239a6d870968bfc556b4e158463cf277d26a1ad3aab89,True
1170,"[true,false]",1616f736d340424a4be1f61ca4bba8f776caf5ce1cc7f2e2fe3cd2e0a468d109,True
1171,"[true,false]",be9a2be88a2164ae29d544aff44c3891b7665caabd8ee74551e058f86b5530ea,True
1172,"[true,false]",4b10abbd3aebbdeec42617273bd9c3ca4f65aa9283479fd3b126be57eb513c90,True
1173,"[true,false]",010fa7609d2adc371687eb56300bceb179c78c7ebeec2e871afa76ba5538e35c,True
1174,"[true,false]",d1d6ac3f4dd89938a5cbc01e3398b5bf2957e2ad11ac9beab74c7831872d3f90,True
1175,"[true,false]",59caeae78666ecf41258cd6ff04a0e35006e0da2f58166467bdcea703dd2bf14,True
1176,"[true,false]",79977da20ca35cb5267a7ba7359570d6a723c314f3fcd64c3b196990845034c0,True
1177,"[true,false]",9f648c93895f995a074e787b295c59cc859b56333752e79037cabe431c2cad9d,True
1178,"[true,false]",fc075a248e3e8133de95a8d23f057078df8a6af3bddb203e2d8f8f6545c67128,True
1179,"[true,false]",ce7f62a77e146305d66a6a15b6d24f9f842cd012ffa2b831be8caf8c05bf1a2c,True
1180,"[false,false]",b3e50061ebe92b56c2b60a20dbc64feac0efd01a2e5a13664dbaa1d580e10335,True
1181,"[true,false]",7b3d2f954016f054590deaf955e8aa5843346762f7cb7d965cf586b17f1fc472,True
1182,"[false,false]",4891595c6cccbcd572252bf9bd474820ecb8d92a999e108893e6b9fa552739f5,True
1183,"[true,true]",55973b45bf231a39e8d3a0510bb0dc23901470e9b0dcf469d660a43fcf8d1484,True
1184,"[true,false]",81f3029c69b90b7ee85bc6c39b6b7f564203ba324a41324abfcf1808f94e4a9d,True
1185,"[true,false]",a23654a36269b754591d7aa7e86cb09b97e14bf22aa80450d34db0ae5ce22aba,True
1186,"[true,false]",89670e6f57d67b866d9945f7ed7a133d390ba36290d714ac12aec1f407e56ba4,True
1187,"[true,false]",9507090759c175de142dec44c77169cd8dc8909216ef05bd7a9701a59b7be67f,True
1188,"[true,false]",10b443d49466a9e2879e326dc3cc88d4d66be13849c07cfbcf811530df29296d,True
1189,"[true,false]",8a6429d891eaeab14629c170ad19ea1053b71fdb12dc65be5c15fb87f4360f20,True
1190,"[true,true]",3bc673810047399f6d758621d261440f0d97f3405dcbc5e1342da58634b6ad81,True
1191,"[true,false]",50e6bc6a6da777b4a25d1fccab257b58b6f6eb3c0bfdd09e71ad666e2fc277bc,True
1192,"[true,false]",64ed9f0674ead562d01beadc8b33cfcbc55548a2f3f75b3b695f0e3cbb50136f,True
1193,"[true,false]",e8588825e64cf36085823678459d78697aea67136fc7d3716940ca49d7eac561,True
1194,"[true,true]",1337d3cd5aa48a03fe39928631a2ca3d7f0ddb74f95f4c6e0d32c464374c6c73,True
1195,"[true,false]",e656be2dc04a9a71c6e4fd56821a356705d6c77e773400948f227950f7f41c36,True
1196,"[true,false]",bcad98cc4996b77906b17e2a4f8807d6f3bf37c5e8e591b3a948ab303e2f5785,True
1197,"[true,true]",fce8b19d5d86ad50c05625a1fb18de4b21f91c99267f5f38c375fb087af8d2c2,True
1198,"[true,true]",eaa54fb14e4683af57f35fc28ce90fa0c87eda56db40778bf864d2236447e28b,True
1199,"[true,true]",68181812dc5c9a2a12d8f8e78edf90d71767b47f95d8bb8734262d65b5f9abfe,True
1200,"[true,false]",3bd26f4e6a7561ccdda1498e323c3de21adafdb99f4c1b8dac49a078c53580e1,True
1201,"[true,false]",8a49be49a9f0c4125ff1c39834ef96c534cb3a6976e0939c354d4631d045e5ae,True
1202,"[true,true]",08acc3971f337a97993eb3c2d087cfa7051c6d6151dd242f54f3e73bb228e2eb,True
1203,"[true,true]",0205d8d1cd4e56d6cd6f1b9d33cd2f81316ee55caefd75866c232d347c85a39d,True
1204,"[true,true]",5be8021cd834e9868648c2bd369673c10080e20ae1af34a9a13ab47f208c4c33,True
1205,"[true,true]",464e98428923b683c97cb98c4d5297023a04a50264406a3c080190745493914c,True
1206,"[true,true]",254aaf2d72b31997680a31eafbf490e81e846526bdbf9db2a29c9bfa3ee04a72,True
1207,"[false,false]",c8e8e90c74683004312f7ffe61f11ef358dcbcc950fce3782bd356c81ac2d6cd,True
1208,"[true,false]",6dc2b5b146e5e6cccff1bd9929d5c3b673ce1fb730e410dbaac3301c1e614897,True
1209,"[true,true]",cb65ebd223d02f2c5912dd171e6fd743e3aae2fe4065eaef3ca7e99487b7447d,True
1210,"[true,false]",6d8b325384f6aff2613b457f6731b8f51dd24d225c9d7b070acaa68da9273599,True
1211,"[true,true]",7fcdb9dc0d3d3357b66dd6645f5a8cc1926b438c2d4f8d0cb3f786db58156136,True
1212,"[true,true]",fb54417c524ebddcaa3502064c1005888a0c05d475a43464875944c249ff9c51,True
1213,"[true,false]",a5942ab01292b6e76d7d1bb622b90ebb0f2c5b4d0cc3c62fa2f296bc16702387,True
1214,"[true,true]",e3fc69ae885c08bf2c7c4c6200e5febff4982571756ba08db28f4e58a6b75613,True
1215,"[true,true]",209c1c7c1c1465452da677730fd3d6c451c7ad17975b967c561a9e83a1b83150,True
1216,"[true,true]",f89891d00a8fc48bd91798286e3c4f4f0c406dd95231f8f408273f8fe410fb35,True
1217,"[true,true]",d7a31cb8123c4f8bba175e1524fbbfa9770eba9bd6942476c8de5c93b181d298,True
1218,"[true,true]",63d95ca6f27ae505082eb64bee11a089da913d95944105f06417c5b54bfa5134,True
1219,"[true,false]",ebc35149f8b7b4ad27eef9f89de45f9c59a35cdc1aab4f5fc32b27e0923f6ef0,True
1220,"[true,true]",d242f4896f66bd9c4a99329f9551adfd9c5b5db22d17969fa67bbca6ea1c9fdd,True
1221,"[true,true]",e84196c853a7bd4974c327d86645c1226e3633a2d7608f7c0ff8d39c513c1cb3,True
1222,"[true,true]",c7a9a34fe15f11c924738c8d4f45e828d37f713549fc81ecae93e73e752f63a1,True
1223,"[false,false]",66dd9b25077aa03b06a1c5af29e5401598f0d987d115d85df92170b3ef9e4a95,True
1224,"[true,false]",e95ddf9e7da0f1e77799d8cbb030a7981d1b6eb588cc52ec1064e25e1d909da0,True
1225,"[true,false]",3a17fbb3e45ca5b3f1622ef795b6550106be92e5e02f6c505d61c3e63c2c58d2,True
1226,"[true,true]",cd2215e33114c214b7cf6f4d0d6e1732c1cdec78101d31406177de5b0aaef8f3,True
1227,"[true,true]",e2eb7f3b110c2b1bacc57654ac4e77e670bb685ae88a4de5a0bceeb3a696f67f,True
1228,"[true,true]",0e4434854876122d3a57ee2f5981d90289976559489314823cea67c9ede93bb9,True
1229,"[true,false]",453b6c3514359bb22c9759ff6c5ac417be6fc341ea9e9569cc440a08b6aeb809,True
1230,"[true,true]",52f6cfbfb7620375ef9c60ca3373210eeaa3563a61588d970d06e7030dfb2fb0,True
1231,"[true,false]",4cbc5e401f47e6ae1926019ff0dbe0b58977b18bb3544da64cbd5072c47be381,True
1232,"[true,false]",193c31a696ae3450785d02ee5e18b159dc2576a69ca99f038870496341f7715f,True
1233,"[true,true]",0e09a7618151e9f02192983ed011f8354804fb630be03272e85a0b938b31751e,True
1234,"[true,false]",960441e481f7aa9b2bea40fcb140f84287a3e4022a0c32ab1331bcb53c8af5a0,True
1235,"[true,true]",25025a3cb7b08714413781662fcb044e6129d68f9f0bce1182d25e18f6177423,True
1236,"[true,false]",3c9cffee65b7546f7b20b4456e0ae251fe5659bc0f95cda73830a8cc8c23ed6b,True
1237,"[true,false]",d5707da3644f49cc003f35917e0e3941a1eecd58eaeae6f138e3dc6717c4cbb3,True
1238,"[true,false]",9c7db7e2a80bd8f3d1b0f8b0c9385adc6e024ca127cae08e95aab6a6999ab0b5,True
1239,"[true,true]",a74c08210f2d595135580d8b3e1a2c950d610f86b9c9692cef449ca5a02e0eb3,True
1240,"[true,true]",b89690a50f019b638f705416a501ee6b71c1e603d2897e0c6b30d63c0f3802c4,True
1241,"[true,true]",df51dc8e6bffab0ab9ad99ecf2ad78e443a34ef406e59aedb30ae21c52eef011,True
1242,"[true,false]",425a76ecbe1e6fa67c56cbac130bb9b0c92e45e7f4a3b83a53c34760dc50266a,True
1243,"[true,false]",75b7817912374b55391a7f20d0f58f238a121d37bc99c354ff6d2a0ea0179439,True
1244,"[true,false]",d9ec0f0a38ec56fdd0103b3e842166e6ad6099493c1b2dc212017006c58eb22f,True
1245,"[false,false]",1e2264210ce1244a89801c177380f5bd0cf96b76adc8e67fb422dd9728034986,True
1246,"[true,true]",00d110b4709f0e3a3f517c3a584980f652eb65ffe0d84667225a4c98d9885c82,True
1247,"[true,false]",dae00ae3a740b869ca02711c6fc64e5e4751c65f46e173b51f994aa046f65822,True
1248,"[true,false]",a08c263086b21937fc2e37c766f5baaf01ef0cc785eb2174c95d459230533af5,True
1249,"[true,false]",780144f200956a16215b9c0ee91347243e984ad2f2e3bbc810f5d5796ccf5ec4,True
1250,"[true,false]",1ba636fa2e543d738ab410b6a45f698467a61c3968e32186f1a35e98871f04ab,True
1251,"[true,false]",477aee1853a7fc605ea98975c41b0b97bc62ab408198e20d99139c76ce171077,True
1252,"[true,false]",1ca228bd425fa6de8b0c1c6df1d4c66632c0e6504052758da62b154a28fe9cce,True
1253,"[true,false]",e238ed2822cd664468fa69df86f1896abf07e38529368909eae948653c733eb3,True
1254,"[true,false]",9f6259b5a1fe9e0c2841103664c846787f7e9fd1f7208b1bf394973693009c51,True
1255,"[true,false]",da2461b8deb0be0b49909e5552f6faafde2d010006f2e2036629c16689a38967,True
1256,"[true,false]",cf866fff8738075ec786fb8ce4737a6ecbdcc0b2843e7953dadfd8bb302f3fbc,True
1257,"[true,false]",76193f6a522c1b42927242b3c854f1689bc29f0333ea01eaf5f5bc9ae6a551a1,True
1258,"[true,false]",cfb2739494e74b2b3bcf62f2905cbd6f398ee51fc312dcbc9cd0e2aa0b1e91c1,True
1259,"[true,false]",a18b067a6a7f3a204a066516ab61870b5898093715998b50dd8740bd0234b677,True
1260,"[true,false]",4085c4868c36f0d85ca41fbf8e71fd13737b1e17ebcff58ca3466ed54e3fa2ab,True
1261,"[true,false]",19c5b5502959a411479e28cbef6c59e003ea304e6e6b4362f06238bf9f707955,True
1262,"[true,false]",c46a54f8f3c4308da55c175128dce2a75fef5b59a864d689f0b2ccf075acab01,True
1263,"[true,false]",c85049925e1e0efdcd482e6be383f12a72c9e922f3974e48d7aad6d7c05692b7,True
1264,"[true,false]",2d37b0f02021f86ad88df2f48bcadf02d710da370c971dcf706a85fd3444307e,True
1265,"[true,false]",db305ce6abb88436ac32fd3a1bd37bfab39f9b83884525ffb66feab3744740b2,True
1266,"[true,false]",cd6e3156d1884b82fc593a17a868a61559036b6951d584b041c148b42fecf16b,True
1267,"[true,false]",516c9e0d8876f471666e523f27a1424d99beac770aee6435b5395bd28641e701,True
1268,"[true,false]",6fad2a2d5bdd0d0f4b094db98b5f018b409490de73c5a710f1f809bc6d8c6f4b,True
1269,"[true,false]",e5386586ccd05863abcea896cfb2086eda7062e4b9421471b7c1554f90792498,True
1270,"[true,false]",5cd40cd9ad3dfd9c6e6aaa708c4383ddf36782da25270352c3408196fcfa98f0,True
1271,"[true,false]",dfd8cec6317ef5ef29948475fcfcc3365528c010c1542c614a10211738e6756c,True
1272,"[true,false]",a255ce3c59ad59981b9cd54fe9f34b26f9fcceefea1e2948712324ef3b2eb12a,True
1273,"[true,false]",c22f782241a0c1289b2d775698ce3526a369ecc38058d398c70d92fe5fe03d3b,True
1274,"[true,false]",643bf57df4f03f0e293f13bb278a999a1b647760af6aeffb8c2d640bc0e22e74,True
1275,"[true,false]",696bcf0cca424be38e9818a37a68f5a4fbcc80f28561ce68a32e8919dc556125,True
1276,"[true,false]",6c5dc0fcad2df2f9b95043bff676c5ec4127ad2393c624bc84d62c78fbf3467f,True
1277,"[true,false]",72d7c9902af9cfdc73e22fab4e4733133d15ee88ea9db4106f6e739505adec11,True
1278,"[true,false]",4c2be8b2bba079428525ecbfdecdbae0402bd259800b10aa6c0050a3bc43c881,True
1279,"[true,false]",3b69420b2ee1cb8df4b9cdff2b03f7cefd59dfc8a74410bd6bbbcb6ede33c119,True
1280,"[true,false]",08c4a32722a674effeda770fc5630dc64f62e929ce66a668f3705377febf5856,True
1281,"[true,false]",126a273ad1ac485cdc7f7ee72152bdb87e10487fa4bbb6f4d5a5664f2cdc0368,True
1282,"[true,false]",96de1cbada4747bc023ac43e06457478a2934723130dd0265c0326f10ec1b939,True
1283,"[true,false]",4cbbbace512e22b95e023b1e86ecb4e4e52e31a6631cf98ff65ed9776d7bdba1,True
1284,"[true,false]",48ec7076fe075a13dfc5a51469c93bcb774e3e61d7f02f9809e0a0dda6a6f136,True
1285,"[true,false]",d1461a34ae5ba7101035b6f68e579ff89e5b3633e83ace10a982de339922bd72,True
1286,"[true,false]",21fe006485c765783be29993986814c8410f9da5f04f89ee8351dfd1114ce12d,True
1287,"[true,false]",75c152114a3196cb568c51b7e50fb2ffda1891a790ae0c2903d9c885d502bba4,True
1288,"[true,false]",678d5c30445c20a10a9d4fe55925474e43e1c6bf5c7f57f5082b62250ae2e380,True
1289,"[false,false]",1e726efb9519002e3fc057c426c13f450b8a871bf7c95913ce06886015c2195a,True
1290,"[true,false]",9f51fc4be432dbd8c2fc79e4c1afbbb93e45741c57b0cacc8e3abc61269407fc,True
1291,"[true,false]",355c8e124847b7f1810f110ca6a14dfef55b8a5be582b0963e63d608e7eeaad0,True
